,header_tokens,msg_tokens
29,"['2015-10-19', ' ', '15:50:22,900', ' ', 'INFO']","[' ', '[', 'RMCommunicator', ' ', 'Allocator', ']', ' ', 'org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator', ':', ' ', 'Reduce', ' ', 'slow', ' ', 'start', ' ', 'threshold', ' ', 'not', ' ', 'met', '.', ' ', 'completedMapsForReduceSlowstart', ' ', '1']"
30,"['2015-10-17', ' ', '15:39:23,160', ' ', 'INFO']","[' ', '[', 'IPC', ' ', 'Server', ' ', 'handler', ' ', '16', ' ', 'on', ' ', '49470', ']', ' ', 'org.apache.hadoop.mapred.TaskAttemptListenerImpl', ':', ' ', 'Progress', ' ', 'of', ' ', 'TaskAttempt', ' ', 'attempt_1445062781478_0013_m_000003_0', ' ', 'is', ' ', ':', ' ', '0.31754074']"
31,"['2015-10-17', ' ', '16:48:52,849', ' ', 'INFO']","[' ', '[', 'IPC', ' ', 'Server', ' ', 'handler', ' ', '12', ' ', 'on', ' ', '61655', ']', ' ', 'org.apache.hadoop.mapred.TaskAttemptListenerImpl', ':', ' ', 'Progress', ' ', 'of', ' ', 'TaskAttempt', ' ', 'attempt_1445062781478_0017_m_000008_0', ' ', 'is', ' ', ':', ' ', '0.1218033']"
32,"['2015-10-17', ' ', '21:27:58,660', ' ', 'INFO']","[' ', '[', 'IPC', ' ', 'Server', ' ', 'handler', ' ', '10', ' ', 'on', ' ', '22927', ']', ' ', 'org.apache.hadoop.mapred.TaskAttemptListenerImpl', ':', ' ', 'Progress', ' ', 'of', ' ', 'TaskAttempt', ' ', 'attempt_1445087491445_0001_m_000012_1', ' ', 'is', ' ', ':', ' ', '0.88339114']"
33,"['2015-10-18', ' ', '21:35:20,644', ' ', 'INFO']","[' ', '[', 'main', ']', ' ', 'org.apache.hadoop.mapred.MapTask', ':', ' ', 'kvstart', ' ', '=', ' ', '7280736', '(', '29122944', ')', ';', ' ', 'kvend', ' ', '=', ' ', '21065680', '(', '84262720', ')', ';', ' ', 'length', ' ', '=', ' ', '12429457/6553600']"
34,"['2015-10-19', ' ', '14:25:34,651', ' ', 'INFO']","[' ', '[', 'main', ']', ' ', 'org.apache.hadoop.metrics2.impl.MetricsSystemImpl', ':', ' ', 'Stopping', ' ', 'MapTask', ' ', 'metrics', ' ', 'system...']"
35,"['2015-10-17', ' ', '23:11:05,222', ' ', 'INFO']","[' ', '[', 'IPC', ' ', 'Server', ' ', 'handler', ' ', '29', ' ', 'on', ' ', '58622', ']', ' ', 'org.apache.hadoop.mapred.TaskAttemptListenerImpl', ':', ' ', 'Progress', ' ', 'of', ' ', 'TaskAttempt', ' ', 'attempt_1445094324383_0003_m_000004_0', ' ', 'is', ' ', ':', ' ', '0.5638328']"
36,"['2015-10-17', ' ', '15:54:48,212', ' ', 'INFO']","[' ', '[', 'main', ']', ' ', 'org.apache.hadoop.mapred.YarnChild', ':', ' ', 'Kind', ':', ' ', 'mapreduce.job', ',', ' ', 'Service', ':', ' ', 'job_1445062781478_0013', ',', ' ', 'Ident', ':', ' ', '(', 'org.apache.hadoop.mapreduce.security.token.JobTokenIdentifier', '@', '54e0a229', ')']"
37,"['2015-10-17', ' ', '21:26:11,684', ' ', 'INFO']","[' ', '[', 'main', ']', ' ', 'org.apache.hadoop.mapred.MapTask', ':', ' ', 'kvstart', ' ', '=', ' ', '26214396;', ' ', 'length', ' ', '=', ' ', '6553600']"
38,"['2015-10-17', ' ', '22:26:46,531', ' ', 'INFO']","[' ', '[', 'AsyncDispatcher', ' ', 'event', ' ', 'handler', ']', ' ', 'org.apache.hadoop.yarn.util.RackResolver', ':', ' ', 'Resolved', ' ', 'MSRA-SA-41.fareast.corp.microsoft.com', ' ', 'to', ' ', '/default-rack']"
39,"['2015-10-17', ' ', '17:15:07,326', ' ', 'INFO']","[' ', '[', 'Thread-79', ']', ' ', 'org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator', ':', ' ', 'Setting', ' ', 'job', ' ', 'diagnostics', ' ', 'to', ' ']"
40,"['2015-10-17', ' ', '21:26:30,653', ' ', 'INFO']","[' ', '[', 'main', ']', ' ', 'org.apache.hadoop.metrics2.impl.MetricsConfig', ':', ' ', 'loaded', ' ', 'properties', ' ', 'from', ' ', 'hadoop-metrics2.properties']"
41,"['2015-10-19', ' ', '17:53:47,087', ' ', 'INFO']","[' ', '[', 'IPC', ' ', 'Server', ' ', 'handler', ' ', '19', ' ', 'on', ' ', '52529', ']', ' ', 'org.apache.hadoop.mapred.TaskAttemptListenerImpl', ':', ' ', 'Progress', ' ', 'of', ' ', 'TaskAttempt', ' ', 'attempt_1445182159119_0020_r_000000_0', ' ', 'is', ' ', ':', ' ', '0.06666667']"
42,"['2015-10-18', ' ', '21:37:46,724', ' ', 'INFO']","[' ', '[', 'Socket', ' ', 'Reader', ' ', '#1', ' ', 'for', ' ', 'port', ' ', '52155', ']', ' ', 'org.apache.hadoop.ipc.Server', ':', ' ', 'Socket', ' ', 'Reader', ' ', '#1', ' ', 'for', ' ', 'port', ' ', '52155', ':', ' ', 'readAndProcess', ' ', 'from', ' ', 'client', ' ', '10.86.164.15', ' ', 'threw', ' ', 'exception', ' ', '[', 'java.io.IOException', ':', ' ', 'An', ' ', 'existing', ' ', 'connection', ' ', 'was', ' ', 'forcibly', ' ', 'closed', ' ', 'by', ' ', 'the', ' ', 'remote', ' ', 'host', ']']"
43,"['2015-10-17', ' ', '16:51:43,961', ' ', 'INFO']","[' ', '[', 'IPC', ' ', 'Server', ' ', 'handler', ' ', '0', ' ', 'on', ' ', '61655', ']', ' ', 'org.apache.hadoop.mapred.TaskAttemptListenerImpl', ':', ' ', 'Progress', ' ', 'of', ' ', 'TaskAttempt', ' ', 'attempt_1445062781478_0017_m_000000_0', ' ', 'is', ' ', ':', ' ', '0.44789755']"
44,"['2015-10-17', ' ', '17:35:33,726', ' ', 'INFO']","[' ', '[', 'ContainerLauncher', ' ', '#9', ']', ' ', 'org.apache.hadoop.ipc.Client', ':', ' ', 'Retrying', ' ', 'connect', ' ', 'to', ' ', 'server', ':', ' ', 'MININT-75DGDAM1.fareast.corp.microsoft.com/10.86.165.66:51951', '.', ' ', 'Already', ' ', 'tried', ' ', '0', ' ', 'time', '(', 's', ')', ';', ' ', 'maxRetries', '=', '45']"
45,"['2015-10-17', ' ', '21:49:37,763', ' ', 'INFO']","[' ', '[', 'IPC', ' ', 'Server', ' ', 'handler', ' ', '16', ' ', 'on', ' ', '32070', ']', ' ', 'org.apache.hadoop.mapred.TaskAttemptListenerImpl', ':', ' ', 'JVM', ' ', 'with', ' ', 'ID', ':', ' ', 'jvm_1445087491445_0005_m_000013', ' ', 'given', ' ', 'task', ':', ' ', 'attempt_1445087491445_0005_m_000008_0']"
46,"['2015-10-19', ' ', '14:23:51,302', ' ', 'INFO']","[' ', '[', 'main', ']', ' ', 'org.apache.hadoop.mapred.MapTask', ':', ' ', '(', 'RESET', ')', ' ', 'equator', ' ', '89319796', ' ', 'kv', ' ', '22329944', '(', '89319776', ')', ' ', 'kvi', ' ', '19708516', '(', '78834064', ')']"
47,"['2015-10-17', ' ', '22:45:58,758', ' ', 'INFO']","[' ', '[', 'main', ']', ' ', 'org.apache.hadoop.mapred.MapTask', ':', ' ', '(', 'RESET', ')', ' ', 'equator', ' ', '73776953', ' ', 'kv', ' ', '18444232', '(', '73776928', ')', ' ', 'kvi', ' ', '15822808', '(', '63291232', ')']"
48,"['2015-10-17', ' ', '17:16:01,062', ' ', 'INFO']","[' ', '[', 'main', ']', ' ', 'org.apache.hadoop.mapred.MapTask', ':', ' ', 'kvstart', ' ', '=', ' ', '2438892', '(', '9755568', ')', ';', ' ', 'kvend', ' ', '=', ' ', '19744380', '(', '78977520', ')', ';', ' ', 'length', ' ', '=', ' ', '8908913/6553600']"
49,"['2015-10-19', ' ', '17:41:36,453', ' ', 'INFO']","[' ', '[', 'CommitterEvent', ' ', 'Processor', ' ', '#1', ']', ' ', 'org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler', ':', ' ', 'Processing', ' ', 'the', ' ', 'event', ' ', 'EventType', ':', ' ', 'TASK_ABORT']"
50,"['2015-10-19', ' ', '14:22:52,266', ' ', 'INFO']","[' ', '[', 'IPC', ' ', 'Server', ' ', 'handler', ' ', '3', ' ', 'on', ' ', '61553', ']', ' ', 'org.apache.hadoop.mapred.TaskAttemptListenerImpl', ':', ' ', 'Progress', ' ', 'of', ' ', 'TaskAttempt', ' ', 'attempt_1445182159119_0001_m_000008_0', ' ', 'is', ' ', ':', ' ', '0.85055006']"
51,"['2015-10-19', ' ', '14:21:53,935', ' ', 'INFO']","[' ', '[', 'main', ']', ' ', 'org.apache.hadoop.metrics2.impl.MetricsConfig', ':', ' ', 'loaded', ' ', 'properties', ' ', 'from', ' ', 'hadoop-metrics2.properties']"
52,"['2015-10-18', ' ', '21:49:01,468', ' ', 'INFO']","[' ', '[', 'IPC', ' ', 'Server', ' ', 'handler', ' ', '20', ' ', 'on', ' ', '4236', ']', ' ', 'org.apache.hadoop.mapred.TaskAttemptListenerImpl', ':', ' ', 'MapCompletionEvents', ' ', 'request', ' ', 'from', ' ', 'attempt_1445175094696_0005_r_000000_0', '.', ' ', 'startIndex', ' ', '10', ' ', 'maxEvents', ' ', '10000']"
53,"['2015-10-17', ' ', '22:28:57,530', ' ', 'INFO']","[' ', '[', 'main', ']', ' ', 'org.apache.hadoop.metrics2.impl.MetricsSystemImpl', ':', ' ', 'Scheduled', ' ', 'snapshot', ' ', 'period', ' ', 'at', ' ', '10', ' ', 'second', '(', 's', ')', '.']"
54,"['2015-10-17', ' ', '23:39:09,096', ' ', 'INFO']","[' ', '[', 'IPC', ' ', 'Server', ' ', 'handler', ' ', '6', ' ', 'on', ' ', '25280', ']', ' ', 'org.apache.hadoop.mapred.TaskAttemptListenerImpl', ':', ' ', 'Progress', ' ', 'of', ' ', 'TaskAttempt', ' ', 'attempt_1445094324383_0005_r_000000_1', ' ', 'is', ' ', ':', ' ', '0.9197769']"
55,"['2015-10-18', ' ', '21:33:27,070', ' ', 'INFO']","[' ', '[', 'main', ']', ' ', 'org.apache.hadoop.yarn.util.ProcfsBasedProcessTree', ':', ' ', 'ProcfsBasedProcessTree', ' ', 'currently', ' ', 'is', ' ', 'supported', ' ', 'only', ' ', 'on', ' ', 'Linux.']"
56,"['2015-10-18', ' ', '18:17:55,153', ' ', 'INFO']","[' ', '[', 'RMCommunicator', ' ', 'Allocator', ']', ' ', 'org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator', ':', ' ', 'Reduce', ' ', 'slow', ' ', 'start', ' ', 'threshold', ' ', 'not', ' ', 'met', '.', ' ', 'completedMapsForReduceSlowstart', ' ', '1']"
57,"['2015-10-18', ' ', '21:37:35,316', ' ', 'INFO']","[' ', '[', 'main', ']', ' ', 'org.apache.hadoop.mapred.MapTask', ':', ' ', 'Spilling', ' ', 'map', ' ', 'output']"
58,"['2015-10-17', ' ', '15:55:10,934', ' ', 'INFO']","[' ', '[', 'main', ']', ' ', 'org.apache.hadoop.mapred.MapTask', ':', ' ', '(', 'RESET', ')', ' ', 'equator', ' ', '29343368', ' ', 'kv', ' ', '7335836', '(', '29343344', ')', ' ', 'kvi', ' ', '5140140', '(', '20560560', ')']"
59,"['2015-10-17', ' ', '23:23:43,347', ' ', 'INFO']","[' ', '[', 'IPC', ' ', 'Server', ' ', 'handler', ' ', '8', ' ', 'on', ' ', '25280', ']', ' ', 'org.apache.hadoop.mapred.TaskAttemptListenerImpl', ':', ' ', 'MapCompletionEvents', ' ', 'request', ' ', 'from', ' ', 'attempt_1445094324383_0005_r_000000_1', '.', ' ', 'startIndex', ' ', '12', ' ', 'maxEvents', ' ', '10000']"
60,"['2015-10-18', ' ', '22:04:11,367', ' ', 'WARN']","[' ', '[', 'LeaseRenewer', ':', 'msrabi', '@', 'msra-sa-41:9000', ']', ' ', 'org.apache.hadoop.hdfs.LeaseRenewer', ':', ' ', 'Failed', ' ', 'to', ' ', 'renew', ' ', 'lease', ' ', 'for', ' ', '[', 'DFSClient_NONMAPREDUCE_-1547462655_1', ']', ' ', 'for', ' ', '1525', ' ', 'seconds', '.', ' ', ' ', 'Will', ' ', 'retry', ' ', 'shortly', ' ', '...']"
61,"['2015-10-17', ' ', '22:30:16,635', ' ', 'INFO']","[' ', '[', 'IPC', ' ', 'Server', ' ', 'handler', ' ', '18', ' ', 'on', ' ', '55226', ']', ' ', 'org.apache.hadoop.mapred.TaskAttemptListenerImpl', ':', ' ', 'Progress', ' ', 'of', ' ', 'TaskAttempt', ' ', 'attempt_1445087491445_0008_m_000006_0', ' ', 'is', ' ', ':', ' ', '0.23923388']"
62,"['2015-10-17', ' ', '23:10:56,814', ' ', 'INFO']","[' ', '[', 'IPC', ' ', 'Server', ' ', 'handler', ' ', '26', ' ', 'on', ' ', '25280', ']', ' ', 'org.apache.hadoop.mapred.TaskAttemptListenerImpl', ':', ' ', 'Progress', ' ', 'of', ' ', 'TaskAttempt', ' ', 'attempt_1445094324383_0005_r_000000_0', ' ', 'is', ' ', ':', ' ', '0.0']"
63,"['2015-10-17', ' ', '18:18:05,788', ' ', 'INFO']","[' ', '[', 'ContainerLauncher', ' ', '#7', ']', ' ', 'org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl', ':', ' ', 'Processing', ' ', 'the', ' ', 'event', ' ', 'EventType', ':', ' ', 'CONTAINER_REMOTE_CLEANUP', ' ', 'for', ' ', 'container', ' ', 'container_1445076437777_0005_01_000004', ' ', 'taskAttempt', ' ', 'attempt_1445076437777_0005_m_000002_0']"
64,"['2015-10-19', ' ', '14:26:20,742', ' ', 'INFO']","[' ', '[', 'AsyncDispatcher', ' ', 'event', ' ', 'handler', ']', ' ', 'org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl', ':', ' ', 'attempt_1445182159119_0002_m_000004_0', ' ', 'TaskAttempt', ' ', 'Transitioned', ' ', 'from', ' ', 'KILL_TASK_CLEANUP', ' ', 'to', ' ', 'KILLED']"
65,"['2015-10-18', ' ', '21:39:36,923', ' ', 'INFO']","[' ', '[', 'IPC', ' ', 'Server', ' ', 'handler', ' ', '8', ' ', 'on', ' ', '20324', ']', ' ', 'org.apache.hadoop.mapred.TaskAttemptListenerImpl', ':', ' ', 'MapCompletionEvents', ' ', 'request', ' ', 'from', ' ', 'attempt_1445175094696_0002_r_000000_0', '.', ' ', 'startIndex', ' ', '10', ' ', 'maxEvents', ' ', '10000']"
66,"['2015-10-19', ' ', '17:59:22,071', ' ', 'INFO']","[' ', '[', 'IPC', ' ', 'Server', ' ', 'handler', ' ', '14', ' ', 'on', ' ', '52529', ']', ' ', 'org.apache.hadoop.mapred.TaskAttemptListenerImpl', ':', ' ', 'MapCompletionEvents', ' ', 'request', ' ', 'from', ' ', 'attempt_1445182159119_0020_r_000000_0', '.', ' ', 'startIndex', ' ', '10', ' ', 'maxEvents', ' ', '10000']"
67,"['2015-10-19', ' ', '15:53:53,401', ' ', 'INFO']","[' ', '[', 'IPC', ' ', 'Server', ' ', 'handler', ' ', '0', ' ', 'on', ' ', '51066', ']', ' ', 'org.apache.hadoop.mapred.TaskAttemptListenerImpl', ':', ' ', 'Progress', ' ', 'of', ' ', 'TaskAttempt', ' ', 'attempt_1445182159119_0011_m_000007_0', ' ', 'is', ' ', ':', ' ', '0.27825075']"
68,"['2015-10-19', ' ', '17:53:08,504', ' ', 'INFO']","[' ', '[', 'AsyncDispatcher', ' ', 'event', ' ', 'handler', ']', ' ', 'org.apache.hadoop.yarn.util.RackResolver', ':', ' ', 'Resolved', ' ', 'MSRA-SA-39.fareast.corp.microsoft.com', ' ', 'to', ' ', '/default-rack']"
